"ID"	"Expanded Description"	
"101225"	"Dominican Republic - Other - Individuals"	
"7050"	"Dominican Republic - Other - Design organisation"	
"10050"	"Dominican Republic - Other - Aerodrome operator"	
"11050"	"Dominican Republic - Other - ATM equipment maintenance organisation"	
"9050"	"Dominican Republic - Other - Air Navigation Service Provider"	
"12050"	"Dominican Republic - Other - Apron Management Service Provider"	
"8050"	"Dominican Republic - Other - Maintenance organisation"	
"6050"	"Dominican Republic - Other - Aircraft operator"	
"51"	"Ecuador"	
"1051"	"Ecuador - AIB"	
"2051"	"Ecuador - CAA"	
"5051"	"Ecuador - Other"	
"100186"	"Ecuador - Other - Production organisation"	
"100394"	"Ecuador - Other - Flight Crew Training organisation"	
"100602"	"Ecuador - Other - Flight Information Service Provider"	
"100810"	"Ecuador - Other - Continuous airworthiness monitoring organisation"	
"101018"	"Ecuador - Other - Ground handling organisation"	
"101226"	"Ecuador - Other - Individuals"	
"7051"	"Ecuador - Other - Design organisation"	
"10051"	"Ecuador - Other - Aerodrome operator"	
"11051"	"Ecuador - Other - ATM equipment maintenance organisation"	
"9051"	"Ecuador - Other - Air Navigation Service Provider"	
"12051"	"Ecuador - Other - Apron Management Service Provider"	
"8051"	"Ecuador - Other - Maintenance organisation"	
"6051"	"Ecuador - Other - Aircraft operator"	
"52"	"Egypt"	
"1052"	"Egypt - AIB"	
"2052"	"Egypt - CAA"	
"5052"	"Egypt - Other"	
"100187"	"Egypt - Other - Production organisation"	
"100395"	"Egypt - Other - Flight Crew Training organisation"	
"100603"	"Egypt - Other - Flight Information Service Provider"	
"100811"	"Egypt - Other - Continuous airworthiness monitoring organisation"	
"101019"	"Egypt - Other - Ground handling organisation"	
"101227"	"Egypt - Other - Individuals"	
"7052"	"Egypt - Other - Design organisation"	
"10052"	"Egypt - Other - Aerodrome operator"	
"11052"	"Egypt - Other - ATM equipment maintenance organisation"	
"9052"	"Egypt - Other - Air Navigation Service Provider"	
"12052"	"Egypt - Other - Apron Management Service Provider"	
"8052"	"Egypt - Other - Maintenance organisation"	
"6052"	"Egypt - Other - Aircraft operator"	
"53"	"El Salvador"	
"1053"	"El Salvador - AIB"	
"2053"	"El Salvador - CAA"	
"5053"	"El Salvador - Other"	
"100188"	"El Salvador - Other - Production organisation"	
"100396"	"El Salvador - Other - Flight Crew Training organisation"	
"100604"	"El Salvador - Other - Flight Information Service Provider"	
"100812"	"El Salvador - Other - Continuous airworthiness monitoring organisation"	
"101020"	"El Salvador - Other - Ground handling organisation"	
"101228"	"El Salvador - Other - Individuals"	
"7053"	"El Salvador - Other - Design organisation"	
"10053"	"El Salvador - Other - Aerodrome operator"	
"11053"	"El Salvador - Other - ATM equipment maintenance organisation"	
"9053"	"El Salvador - Other - Air Navigation Service Provider"	
"12053"	"El Salvador - Other - Apron Management Service Provider"	
"8053"	"El Salvador - Other - Maintenance organisation"	
"6053"	"El Salvador - Other - Aircraft operator"	
"54"	"Equatorial Guinea"	
"1054"	"Equatorial Guinea - AIB"	
"2054"	"Equatorial Guinea - CAA"	
"5054"	"Equatorial Guinea - Other"	
"100189"	"Equatorial Guinea - Other - Production organisation"	
"100397"	"Equatorial Guinea - Other - Flight Crew Training organisation"	
"100605"	"Equatorial Guinea - Other - Flight Information Service Provider"	
"100813"	"Equatorial Guinea - Other - Continuous airworthiness monitoring organisation"	
"101021"	"Equatorial Guinea - Other - Ground handling organisation"	
"101229"	"Equatorial Guinea - Other - Individuals"	
"7054"	"Equatorial Guinea - Other - Design organisation"	
"10054"	"Equatorial Guinea - Other - Aerodrome operator"	
"11054"	"Equatorial Guinea - Other - ATM equipment maintenance organisation"	
"9054"	"Equatorial Guinea - Other - Air Navigation Service Provider"	
"12054"	"Equatorial Guinea - Other - Apron Management Service Provider"	
"8054"	"Equatorial Guinea - Other - Maintenance organisation"	
"6054"	"Equatorial Guinea - Other - Aircraft operator"	
"55"	"Eritrea"	
"1055"	"Eritrea - AIB"	
"2055"	"Eritrea - CAA"	
"5055"	"Eritrea - Other"	
"100190"	"Eritrea - Other - Production organisation"	
"100398"	"Eritrea - Other - Flight Crew Training organisation"	
"100606"	"Eritrea - Other - Flight Information Service Provider"	
"100814"	"Eritrea - Other - Continuous airworthiness monitoring organisation"	
"101022"	"Eritrea - Other - Ground handling organisation"	
"101230"	"Eritrea - Other - Individuals"	
"7055"	"Eritrea - Other - Design organisation"	
"10055"	"Eritrea - Other - Aerodrome operator"	
"11055"	"Eritrea - Other - ATM equipment maintenance organisation"	
"9055"	"Eritrea - Other - Air Navigation Service Provider"	
"12055"	"Eritrea - Other - Apron Management Service Provider"	
"8055"	"Eritrea - Other - Maintenance organisation"	
"6055"	"Eritrea - Other - Aircraft operator"	
"56"	"Estonia"	
"1056"	"Estonia - AIB"	
"2056"	"Estonia - CAA"	
"5056"	"Estonia - Other"	
"100191"	"Estonia - Other - Production organisation"	
"100399"	"Estonia - Other - Flight Crew Training organisation"	
"100607"	"Estonia - Other - Flight Information Service Provider"	
"100815"	"Estonia - Other - Continuous airworthiness monitoring organisation"	
"101023"	"Estonia - Other - Ground handling organisation"	
"101231"	"Estonia - Other - Individuals"	
"7056"	"Estonia - Other - Design organisation"	
"10056"	"Estonia - Other - Aerodrome operator"	
"11056"	"Estonia - Other - ATM equipment maintenance organisation"	
"9056"	"Estonia - Other - Air Navigation Service Provider"	
"12056"	"Estonia - Other - Apron Management Service Provider"	
"8056"	"Estonia - Other - Maintenance organisation"	
"6056"	"Estonia - Other - Aircraft operator"	
"57"	"Ethiopia"	
"1057"	"Ethiopia - AIB"	
"2057"	"Ethiopia - CAA"	
"5057"	"Ethiopia - Other"	
"100192"	"Ethiopia - Other - Production organisation"	
"100400"	"Ethiopia - Other - Flight Crew Training organisation"	
"100608"	"Ethiopia - Other - Flight Information Service Provider"	
"100816"	"Ethiopia - Other - Continuous airworthiness monitoring organisation"	
"101024"	"Ethiopia - Other - Ground handling organisation"	
"101232"	"Ethiopia - Other - Individuals"	
"7057"	"Ethiopia - Other - Design organisation"	
"10057"	"Ethiopia - Other - Aerodrome operator"	
"11057"	"Ethiopia - Other - ATM equipment maintenance organisation"	
"9057"	"Ethiopia - Other - Air Navigation Service Provider"	
"12057"	"Ethiopia - Other - Apron Management Service Provider"	
"8057"	"Ethiopia - Other - Maintenance organisation"	
"6057"	"Ethiopia - Other - Aircraft operator"	
"100025"	"Falkland Islands"	
"100064"	"Falkland Islands - AIB"	
"100065"	"Falkland Islands - FIGRS"	
"100066"	"Falkland Islands - Other"	
"100193"	"Falkland Islands - Other - Production organisation"	
"100401"	"Falkland Islands - Other - Flight Crew Training organisation"	
"100609"	"Falkland Islands - Other - Flight Information Service Provider"	
"100817"	"Falkland Islands - Other - Continuous airworthiness monitoring organisation"	
"101025"	"Falkland Islands - Other - Ground handling organisation"	
"101233"	"Falkland Islands - Other - Individuals"	
"100067"	"Falkland Islands - Other - Design organisation"	
"100068"	"Falkland Islands - Other - Aerodrome operator"	
"100069"	"Falkland Islands - Other - ATM equipment maintenance organisation"	
"100070"	"Falkland Islands - Other - Air Navigation Service Provider"	
"100071"	"Falkland Islands - Other - Apron Management Service Provider"	
"100072"	"Falkland Islands - Other - Maintenance organisation"	
"100073"	"Falkland Islands - Other - Aircraft operator"	
"58"	"Fiji"	
"1058"	"Fiji - AIB"	
"2058"	"Fiji - CAA"	
"5058"	"Fiji - Other"	
"100194"	"Fiji - Other - Production organisation"	
"100402"	"Fiji - Other - Flight Crew Training organisation"	
"100610"	"Fiji - Other - Flight Information Service Provider"	
"100818"	"Fiji - Other - Continuous airworthiness monitoring organisation"	
"101026"	"Fiji - Other - Ground handling organisation"	
"101234"	"Fiji - Other - Individuals"	
"7058"	"Fiji - Other - Design organisation"	
"10058"	"Fiji - Other - Aerodrome operator"	
"11058"	"Fiji - Other - ATM equipment maintenance organisation"	
"9058"	"Fiji - Other - Air Navigation Service Provider"	
"12058"	"Fiji - Other - Apron Management Service Provider"	
"8058"	"Fiji - Other - Maintenance organisation"	
"6058"	"Fiji - Other - Aircraft operator"	
"59"	"Finland"	
"1059"	"Finland - AIB"	
"2059"	"Finland - CAA"	
"5059"	"Finland - Other"	
"100195"	"Finland - Other - Production organisation"	
"100403"	"Finland - Other - Flight Crew Training organisation"	
"100611"	"Finland - Other - Flight Information Service Provider"	
"100819"	"Finland - Other - Continuous airworthiness monitoring organisation"	
"101027"	"Finland - Other - Ground handling organisation"	
"101235"	"Finland - Other - Individuals"	
"7059"	"Finland - Other - Design organisation"	
"10059"	"Finland - Other - Aerodrome operator"	
"11059"	"Finland - Other - ATM equipment maintenance organisation"	
"9059"	"Finland - Other - Air Navigation Service Provider"	
"12059"	"Finland - Other - Apron Management Service Provider"	
"8059"	"Finland - Other - Maintenance organisation"	
"6059"	"Finland - Other - Aircraft operator"	
"60"	"France"	
"1060"	"France - BEA"	
"100005"	"France - BEAD-Air"	
"2060"	"France - DGAC"	
"100006"	"France - Ministère de la Justice"	
"5060"	"France - Other"	
"100196"	"France - Other - Production organisation"	
"100404"	"France - Other - Flight Crew Training organisation"	
"100612"	"France - Other - Flight Information Service Provider"	
"100820"	"France - Other - Continuous airworthiness monitoring organisation"	
"101028"	"France - Other - Ground handling organisation"	
"101236"	"France - Other - Individuals"	
"7060"	"France - Other - Design organisation"	
"10060"	"France - Other - Aerodrome operator"	
"11060"	"France - Other - ATM equipment maintenance organisation"	
"9060"	"France - Other - Air Navigation Service Provider"	
"12060"	"France - Other - Apron Management Service Provider"	
"8060"	"France - Other - Maintenance organisation"	
"6060"	"France - Other - Aircraft operator"	
"61"	"Gabon"	
"1061"	"Gabon - AIB"	
"2061"	"Gabon - CAA"	
"5061"	"Gabon - Other"	
"100197"	"Gabon - Other - Production organisation"	
"100405"	"Gabon - Other - Flight Crew Training organisation"	
"100613"	"Gabon - Other - Flight Information Service Provider"	
"100821"	"Gabon - Other - Continuous airworthiness monitoring organisation"	
"101029"	"Gabon - Other - Ground handling organisation"	
"101237"	"Gabon - Other - Individuals"	
"7061"	"Gabon - Other - Design organisation"	
"10061"	"Gabon - Other - Aerodrome operator"	
"11061"	"Gabon - Other - ATM equipment maintenance organisation"	
"9061"	"Gabon - Other - Air Navigation Service Provider"	
"12061"	"Gabon - Other - Apron Management Service Provider"	
"8061"	"Gabon - Other - Maintenance organisation"	
"6061"	"Gabon - Other - Aircraft operator"	
"62"	"Gambia"	
"1062"	"Gambia - AIB"	
"2062"	"Gambia - CAA"	
"5062"	"Gambia - Other"	
"100198"	"Gambia - Other - Production organisation"	
"100406"	"Gambia - Other - Flight Crew Training organisation"	
"100614"	"Gambia - Other - Flight Information Service Provider"	
"100822"	"Gambia - Other - Continuous airworthiness monitoring organisation"	
"101030"	"Gambia - Other - Ground handling organisation"	
"101238"	"Gambia - Other - Individuals"	
"7062"	"Gambia - Other - Design organisation"	
"10062"	"Gambia - Other - Aerodrome operator"	
"11062"	"Gambia - Other - ATM equipment maintenance organisation"	
"9062"	"Gambia - Other - Air Navigation Service Provider"	
"12062"	"Gambia - Other - Apron Management Service Provider"	
"8062"	"Gambia - Other - Maintenance organisation"	
"6062"	"Gambia - Other - Aircraft operator"	
"63"	"Georgia"	
"1063"	"Georgia - AIB"	
"2063"	"Georgia - CAA"	
"5063"	"Georgia - Other"	
"100199"	"Georgia - Other - Production organisation"	
"100407"	"Georgia - Other - Flight Crew Training organisation"	
"100615"	"Georgia - Other - Flight Information Service Provider"	
"100823"	"Georgia - Other - Continuous airworthiness monitoring organisation"	
"101031"	"Georgia - Other - Ground handling organisation"	
"101239"	"Georgia - Other - Individuals"	
"7063"	"Georgia - Other - Design organisation"	
"10063"	"Georgia - Other - Aerodrome operator"	
"11063"	"Georgia - Other - ATM equipment maintenance organisation"	
"9063"	"Georgia - Other - Air Navigation Service Provider"	
"12063"	"Georgia - Other - Apron Management Service Provider"	
"8063"	"Georgia - Other - Maintenance organisation"	
"6063"	"Georgia - Other - Aircraft operator"	
"64"	"Germany"	
"1064"	"Germany - BFU"	
"101381"	"Germany - CAA"	
"100003"	"Germany - CAA - BAF"	
"2064"	"Germany - CAA - LBA"	
"101382"	"Germany - CAA - BW (Ministerium)"	
"101383"	"Germany - CAA - BW (Regierungspräsidium)"	
"101384"	"Germany - CAA - BY (Ministerium)"	
"101385"	"Germany - CAA - BY (Luftamt Südbayern)"	
"101386"	"Germany - CAA - BY (Luftamt Nordbayern)"	
"101387"	"Germany - CAA - BE (Ministerium)"	
"101388"	"Germany - CAA - BB (Ministerium)"	
"101389"	"Germany - CAA - BB (Gemeinsame Obere Luftfahrtbehörde)"	
"101390"	"Germany - CAA - HB (Ministerium)"	
"101391"	"Germany - CAA - HH (Ministerium)"	
"101392"	"Germany - CAA - HE (Ministerium)"	
"101393"	"Germany - CAA - HE (Regierungspräsidium)"	
"101394"	"Germany - CAA - HE (Regierungspräsidium)"	
"101395"	"Germany - CAA - MV (Ministerium)"	
"101396"	"Germany - CAA - NI (Ministerium)"	
"101397"	"Germany - CAA - NI (Landesbehörde)"	
"101398"	"Germany - CAA - NRW (Ministerium)"	
"101399"	"Germany - CAA - NRW (Bezirksregierung)"	
"101400"	"Germany - CAA - NRW (Bezirksregierung)"	
"101401"	"Germany - CAA - RP (Ministerium)"	
"101402"	"Germany - CAA - RP (Landesbetrieb)"	
"101403"	"Germany - CAA - SL (Ministerium)"	
"101404"	"Germany - CAA - SN (Ministerium)"	
"101405"	"Germany - CAA - SN (Landesdirektion)"	
"101406"	"Germany - CAA - ST (Ministerium)"	
"101407"	"Germany - CAA - ST (Landesverwaltunsamt)"	
"101408"	"Germany - CAA - SH (Ministerium)"	
"101409"	"Germany - CAA - SH (Landesbetrieb)"	
"101410"	"Germany - CAA - TH (Ministerium)"	
"101411"	"Germany - CAA - TH (Landesverwaltungsamt)"	
"100004"	"Germany - TTC"	
"5064"	"Germany - Other"	
"100200"	"Germany - Other - Production organisation"	
"100408"	"Germany - Other - Flight Crew Training organisation"	
"100616"	"Germany - Other - Flight Information Service Provider"	
"100824"	"Germany - Other - Continuous airworthiness monitoring organisation"	
"101032"	"Germany - Other - Ground handling organisation"	
"101240"	"Germany - Other - Individuals"	
"7064"	"Germany - Other - Design organisation"	
"10064"	"Germany - Other - Aerodrome operator"	
"11064"	"Germany - Other - ATM equipment maintenance organisation"	
"9064"	"Germany - Other - Air Navigation Service Provider"	
"12064"	"Germany - Other - Apron Management Service Provider"	
"8064"	"Germany - Other - Maintenance organisation"	
"6064"	"Germany - Other - Aircraft operator"	
"65"	"Ghana"	
"1065"	"Ghana - AIB"	
"2065"	"Ghana - CAA"	
"5065"	"Ghana - Other"	
"100201"	"Ghana - Other - Production organisation"	
"100409"	"Ghana - Other - Flight Crew Training organisation"	
"100617"	"Ghana - Other - Flight Information Service Provider"	
"100825"	"Ghana - Other - Continuous airworthiness monitoring organisation"	
"101033"	"Ghana - Other - Ground handling organisation"	
"101241"	"Ghana - Other - Individuals"	
"7065"	"Ghana - Other - Design organisation"	
"10065"	"Ghana - Other - Aerodrome operator"	
"11065"	"Ghana - Other - ATM equipment maintenance organisation"	
"9065"	"Ghana - Other - Air Navigation Service Provider"	
"12065"	"Ghana - Other - Apron Management Service Provider"	
"8065"	"Ghana - Other - Maintenance organisation"	
"6065"	"Ghana - Other - Aircraft operator"	
"66"	"Greece"	
"1066"	"Greece - AAIASB"	
"2066"	"Greece - HCAA/SORC"	
"5066"	"Greece - Other"	
"100202"	"Greece - Other - Production organisation"	
"100410"	"Greece - Other - Flight Crew Training organisation"	
"100618"	"Greece - Other - Flight Information Service Provider"	
"100826"	"Greece - Other - Continuous airworthiness monitoring organisation"	
"101034"	"Greece - Other - Ground handling organisation"	
"101242"	"Greece - Other - Individuals"	
"7066"	"Greece - Other - Design organisation"	
"10066"	"Greece - Other - Aerodrome operator"	
"11066"	"Greece - Other - ATM equipment maintenance organisation"	
"9066"	"Greece - Other - Air Navigation Service Provider"	
"12066"	"Greece - Other - Apron Management Service Provider"	
"8066"	"Greece - Other - Maintenance organisation"	
"6066"	"Greece - Other - Aircraft operator"	
"67"	"Grenada"	
"1067"	"Grenada - AIB"	
"2067"	"Grenada - CAA"	
"5067"	"Grenada - Other"	
"100203"	"Grenada - Other - Production organisation"	
"100411"	"Grenada - Other - Flight Crew Training organisation"	
"100619"	"Grenada - Other - Flight Information Service Provider"	
"100827"	"Grenada - Other - Continuous airworthiness monitoring organisation"	
"101035"	"Grenada - Other - Ground handling organisation"	
"101243"	"Grenada - Other - Individuals"	
"7067"	"Grenada - Other - Design organisation"	
"10067"	"Grenada - Other - Aerodrome operator"	
"11067"	"Grenada - Other - ATM equipment maintenance organisation"	
"9067"	"Grenada - Other - Air Navigation Service Provider"	
"12067"	"Grenada - Other - Apron Management Service Provider"	
"8067"	"Grenada - Other - Maintenance organisation"	
"6067"	"Grenada - Other - Aircraft operator"	
"68"	"Guatemala"	
"1068"	"Guatemala - AIB"	
"2068"	"Guatemala - CAA"	
"5068"	"Guatemala - Other"	
"100204"	"Guatemala - Other - Production organisation"	
"100412"	"Guatemala - Other - Flight Crew Training organisation"	
"100620"	"Guatemala - Other - Flight Information Service Provider"	
"100828"	"Guatemala - Other - Continuous airworthiness monitoring organisation"	
"101036"	"Guatemala - Other - Ground handling organisation"	
"101244"	"Guatemala - Other - Individuals"	
"7068"	"Guatemala - Other - Design organisation"	
"10068"	"Guatemala - Other - Aerodrome operator"	
"11068"	"Guatemala - Other - ATM equipment maintenance organisation"	
"9068"	"Guatemala - Other - Air Navigation Service Provider"	
"12068"	"Guatemala - Other - Apron Management Service Provider"	
"8068"	"Guatemala - Other - Maintenance organisation"	
"6068"	"Guatemala - Other - Aircraft operator"	
"69"	"Guinea"	
"1069"	"Guinea - AIB"	
"2069"	"Guinea - CAA"	
"5069"	"Guinea - Other"	
"100205"	"Guinea - Other - Production organisation"	
"100413"	"Guinea - Other - Flight Crew Training organisation"	
"100621"	"Guinea - Other - Flight Information Service Provider"	
"100829"	"Guinea - Other - Continuous airworthiness monitoring organisation"	
"101037"	"Guinea - Other - Ground handling organisation"	
"101245"	"Guinea - Other - Individuals"	
"7069"	"Guinea - Other - Design organisation"	
"10069"	"Guinea - Other - Aerodrome operator"	
"11069"	"Guinea - Other - ATM equipment maintenance organisation"	
"9069"	"Guinea - Other - Air Navigation Service Provider"	
"12069"	"Guinea - Other - Apron Management Service Provider"	
"8069"	"Guinea - Other - Maintenance organisation"	
"6069"	"Guinea - Other - Aircraft operator"	
"70"	"Guinea-Bissau"	
"1070"	"Guinea-Bissau - AIB"	
"2070"	"Guinea-Bissau - CAA"	
"5070"	"Guinea-Bissau - Other"	
"100206"	"Guinea-Bissau - Other - Production organisation"	
"100414"	"Guinea-Bissau - Other - Flight Crew Training organisation"	
"100622"	"Guinea-Bissau - Other - Flight Information Service Provider"	
"100830"	"Guinea-Bissau - Other - Continuous airworthiness monitoring organisation"	
"101038"	"Guinea-Bissau - Other - Ground handling organisation"	
"101246"	"Guinea-Bissau - Other - Individuals"	
"7070"	"Guinea-Bissau - Other - Design organisation"	
"10070"	"Guinea-Bissau - Other - Aerodrome operator"	
"11070"	"Guinea-Bissau - Other - ATM equipment maintenance organisation"	
"9070"	"Guinea-Bissau - Other - Air Navigation Service Provider"	
"12070"	"Guinea-Bissau - Other - Apron Management Service Provider"	
"8070"	"Guinea-Bissau - Other - Maintenance organisation"	
"6070"	"Guinea-Bissau - Other - Aircraft operator"	
"71"	"Guyana"	
"1071"	"Guyana - AIB"	
"2071"	"Guyana - CAA"	
"5071"	"Guyana - Other"	
"100207"	"Guyana - Other - Production organisation"	
"100415"	"Guyana - Other - Flight Crew Training organisation"	
"100623"	"Guyana - Other - Flight Information Service Provider"	
"100831"	"Guyana - Other - Continuous airworthiness monitoring organisation"	
"101039"	"Guyana - Other - Ground handling organisation"	
"101247"	"Guyana - Other - Individuals"	
"7071"	"Guyana - Other - Design organisation"	
"10071"	"Guyana - Other - Aerodrome operator"	
"11071"	"Guyana - Other - ATM equipment maintenance organisation"	
"9071"	"Guyana - Other - Air Navigation Service Provider"	
"12071"	"Guyana - Other - Apron Management Service Provider"	
"8071"	"Guyana - Other - Maintenance organisation"	
"6071"	"Guyana - Other - Aircraft operator"	
"72"	"Haiti"	
"1072"	"Haiti - AIB"	
"2072"	"Haiti - CAA"	
"5072"	"Haiti - Other"	
"100208"	"Haiti - Other - Production organisation"	
"100416"	"Haiti - Other - Flight Crew Training organisation"	
"100624"	"Haiti - Other - Flight Information Service Provider"	
"100832"	"Haiti - Other - Continuous airworthiness monitoring organisation"	
"101040"	"Haiti - Other - Ground handling organisation"	
"101248"	"Haiti - Other - Individuals"	
"7072"	"Haiti - Other - Design organisation"	
"10072"	"Haiti - Other - Aerodrome operator"	
"11072"	"Haiti - Other - ATM equipment maintenance organisation"	
"9072"	"Haiti - Other - Air Navigation Service Provider"	
"12072"	"Haiti - Other - Apron Management Service Provider"	
"8072"	"Haiti - Other - Maintenance organisation"	
"6072"	"Haiti - Other - Aircraft operator"	
"73"	"Honduras"	
"1073"	"Honduras - AIB"	
"2073"	"Honduras - CAA"	
"5073"	"Honduras - Other"	
"100209"	"Honduras - Other - Production organisation"	
"100417"	"Honduras - Other - Flight Crew Training organisation"	
"100625"	"Honduras - Other - Flight Information Service Provider"	
"100833"	"Honduras - Other - Continuous airworthiness monitoring organisation"	
"101041"	"Honduras - Other - Ground handling organisation"	
"101249"	"Honduras - Other - Individuals"	
"7073"	"Honduras - Other - Design organisation"	
"10073"	"Honduras - Other - Aerodrome operator"	
"11073"	"Honduras - Other - ATM equipment maintenance organisation"	
"9073"	"Honduras - Other - Air Navigation Service Provider"	
"12073"	"Honduras - Other - Apron Management Service Provider"	
"8073"	"Honduras - Other - Maintenance organisation"	
"6073"	"Honduras - Other - Aircraft operator"	
"74"	"Hong Kong"	
"1074"	"Hong Kong - AIB"	
"2074"	"Hong Kong - CAA"	
"5074"	"Hong Kong - Other"	
"100210"	"Hong Kong - Other - Production organisation"	
"100418"	"Hong Kong - Other - Flight Crew Training organisation"	
"100626"	"Hong Kong - Other - Flight Information Service Provider"	
"100834"	"Hong Kong - Other - Continuous airworthiness monitoring organisation"	
"101042"	"Hong Kong - Other - Ground handling organisation"	
"101250"	"Hong Kong - Other - Individuals"	
"7074"	"Hong Kong - Other - Design organisation"	
"10074"	"Hong Kong - Other - Aerodrome operator"	
"11074"	"Hong Kong - Other - ATM equipment maintenance organisation"	
"9074"	"Hong Kong - Other - Air Navigation Service Provider"	
"12074"	"Hong Kong - Other - Apron Management Service Provider"	
"8074"	"Hong Kong - Other - Maintenance organisation"	
"6074"	"Hong Kong - Other - Aircraft operator"	
"75"	"Hungary"	
"2075"	"Hungary - CAA"	
"5075"	"Hungary - Other"	
"100211"	"Hungary - Other - Production organisation"	
"100419"	"Hungary - Other - Flight Crew Training organisation"	
"100627"	"Hungary - Other - Flight Information Service Provider"	
"100835"	"Hungary - Other - Continuous airworthiness monitoring organisation"	
"101043"	"Hungary - Other - Ground handling organisation"	
"101251"	"Hungary - Other - Individuals"	
"7075"	"Hungary - Other - Design organisation"	
"10075"	"Hungary - Other - Aerodrome operator"	
"11075"	"Hungary - Other - ATM equipment maintenance organisation"	
"9075"	"Hungary - Other - Air Navigation Service Provider"	
"12075"	"Hungary - Other - Apron Management Service Provider"	
"8075"	"Hungary - Other - Maintenance organisation"	
"6075"	"Hungary - Other - Aircraft operator"	
"1075"	"Hungary - TSB"	
"76"	"Iceland"	
"1076"	"Iceland - AIB"	
"2076"	"Iceland - CAA"	
"5076"	"Iceland - Other"	
"100212"	"Iceland - Other - Production organisation"	
"100420"	"Iceland - Other - Flight Crew Training organisation"	
"100628"	"Iceland - Other - Flight Information Service Provider"	
"100836"	"Iceland - Other - Continuous airworthiness monitoring organisation"	
"101044"	"Iceland - Other - Ground handling organisation"	
"101252"	"Iceland - Other - Individuals"	
"7076"	"Iceland - Other - Design organisation"	
"10076"	"Iceland - Other - Aerodrome operator"	
"11076"	"Iceland - Other - ATM equipment maintenance organisation"	
"9076"	"Iceland - Other - Air Navigation Service Provider"	
"12076"	"Iceland - Other - Apron Management Service Provider"	
"8076"	"Iceland - Other - Maintenance organisation"	
"6076"	"Iceland - Other - Aircraft operator"	
"77"	"India"	
"1077"	"India - AIB"	
"2077"	"India - CAA"	
"5077"	"India - Other"	
"100213"	"India - Other - Production organisation"	
"100421"	"India - Other - Flight Crew Training organisation"	
"100629"	"India - Other - Flight Information Service Provider"	
"100837"	"India - Other - Continuous airworthiness monitoring organisation"	
"101045"	"India - Other - Ground handling organisation"	
"101253"	"India - Other - Individuals"	
"7077"	"India - Other - Design organisation"	
"10077"	"India - Other - Aerodrome operator"	
"11077"	"India - Other - ATM equipment maintenance organisation"	
"9077"	"India - Other - Air Navigation Service Provider"	
"12077"	"India - Other - Apron Management Service Provider"	
"8077"	"India - Other - Maintenance organisation"	
"6077"	"India - Other - Aircraft operator"	
"78"	"Indonesia"	
"1078"	"Indonesia - AIB"	
"2078"	"Indonesia - CAA"	
"5078"	"Indonesia - Other"	
"100214"	"Indonesia - Other - Production organisation"	
"100422"	"Indonesia - Other - Flight Crew Training organisation"	
"100630"	"Indonesia - Other - Flight Information Service Provider"	
"100838"	"Indonesia - Other - Continuous airworthiness monitoring organisation"	
"101046"	"Indonesia - Other - Ground handling organisation"	
"101254"	"Indonesia - Other - Individuals"	
"7078"	"Indonesia - Other - Design organisation"	
"10078"	"Indonesia - Other - Aerodrome operator"	
"11078"	"Indonesia - Other - ATM equipment maintenance organisation"	
"9078"	"Indonesia - Other - Air Navigation Service Provider"	
"12078"	"Indonesia - Other - Apron Management Service Provider"	
"8078"	"Indonesia - Other - Maintenance organisation"	
"6078"	"Indonesia - Other - Aircraft operator"	
"3000"	"International Organisations"	
"3004"	"International Organisations - EASA"	
"100000"	"International Organisations - EUROCONTROL"	
"3003"	"International Organisations - EUROPEAN COMMISSION"	
"3001"	"International Organisations - ICAO"	
"3002"	"International Organisations - JAA"	
"4009"	"International Organisations - MUAC"	
"100007"	"International Organisations - UN-DOS"	
"3998"	"International Organisations - Other"	
"100008"	"International Organisations - WFP"	
"79"	"Iran, Islamic Republic of"	
"1079"	"Iran, Islamic Republic of - AIB"	
"2079"	"Iran, Islamic Republic of - CAA"	
"5079"	"Iran, Islamic Republic of - Other"	
"100215"	"Iran, Islamic Republic of - Other - Production organisation"	
"100423"	"Iran, Islamic Republic of - Other - Flight Crew Training organisation"	
"100631"	"Iran, Islamic Republic of - Other - Flight Information Service Provider"	
"100839"	"Iran, Islamic Republic of - Other - Continuous airworthiness monitoring organisation"	
"101047"	"Iran, Islamic Republic of - Other - Ground handling organisation"	
"101255"	"Iran, Islamic Republic of - Other - Individuals"	
"7079"	"Iran, Islamic Republic of - Other - Design organisation"	
"10079"	"Iran, Islamic Republic of - Other - Aerodrome operator"	
"11079"	"Iran, Islamic Republic of - Other - ATM equipment maintenance organisation"	
"9079"	"Iran, Islamic Republic of - Other - Air Navigation Service Provider"	
"12079"	"Iran, Islamic Republic of - Other - Apron Management Service Provider"	
"8079"	"Iran, Islamic Republic of - Other - Maintenance organisation"	
"6079"	"Iran, Islamic Republic of - Other - Aircraft operator"	
"80"	"Iraq"	
"1080"	"Iraq - AIB"	
"2080"	"Iraq - CAA"	
"5080"	"Iraq - Other"	
"100216"	"Iraq - Other - Production organisation"	
"100424"	"Iraq - Other - Flight Crew Training organisation"	
"100632"	"Iraq - Other - Flight Information Service Provider"	
"100840"	"Iraq - Other - Continuous airworthiness monitoring organisation"	
"101048"	"Iraq - Other - Ground handling organisation"	
"101256"	"Iraq - Other - Individuals"	
"7080"	"Iraq - Other - Design organisation"	
"10080"	"Iraq - Other - Aerodrome operator"	
